Match_Date,City_Name,Host_Country,Match_Date,lat,lng,Venue_Name
23-Apr-12,Jaipur,India,23-Apr-12,,,Sawai Mansingh Stadium
24-Apr-12,Pune,India,24-Apr-12,,,Subrata Roy Sahara Stadium
25-Apr-12,Chandigarh,India,25-Apr-12,,,"Punjab Cricket Association Stadium, Mohali"
26-Apr-12,Pune,India,26-Apr-12,,,Subrata Roy Sahara Stadium
27-Apr-12,Delhi,India,27-Apr-12,,,Feroz Shah Kotla
28-Apr-12,Chennai,India,28-Apr-12,,,"MA Chidambaram Stadium, Chepauk"
28-Apr-12,Kolkata,India,28-Apr-12,,,Eden Gardens
29-Apr-12,Delhi,India,29-Apr-12,,,Feroz Shah Kotla
29-Apr-12,Mumbai,India,29-Apr-12,,,Wankhede Stadium
30-Apr-12,Chennai,India,30-Apr-12,,,"MA Chidambaram Stadium, Chepauk"
1-May-12,Cuttack,India,1-May-12,,,Barabati Stadium
1-May-12,Jaipur,India,1-May-12,,,Sawai Mansingh Stadium
2-May-12,Bangalore,India,2-May-12,,,M Chinnaswamy Stadium
3-May-12,Pune,India,3-May-12,,,Subrata Roy Sahara Stadium
4-May-12,Chennai,India,4-May-12,,,"MA Chidambaram Stadium, Chepauk"
5-May-12,Kolkata,India,5-May-12,,,Eden Gardens
5-May-12,Chandigarh,India,5-May-12,,,"Punjab Cricket Association Stadium, Mohali"
6-May-12,Mumbai,India,6-May-12,,,Wankhede Stadium
6-May-12,Bangalore,India,6-May-12,,,M Chinnaswamy Stadium
7-May-12,Delhi,India,7-May-12,,,Feroz Shah Kotla
8-May-12,Pune,India,8-May-12,,,Subrata Roy Sahara Stadium
8-May-12,Hyderabad,India,8-May-12,,,"Rajiv Gandhi International Stadium, Uppal"
9-May-12,Mumbai,India,9-May-12,,,Wankhede Stadium
10-May-12,Jaipur,India,10-May-12,,,Sawai Mansingh Stadium
11-May-12,Pune,India,11-May-12,,,Subrata Roy Sahara Stadium
12-May-12,Kolkata,India,12-May-12,,,Eden Gardens
12-May-12,Chennai,India,12-May-12,,,"MA Chidambaram Stadium, Chepauk"
13-May-12,Jaipur,India,13-May-12,,,Sawai Mansingh Stadium
13-May-12,Chandigarh,India,13-May-12,,,"Punjab Cricket Association Stadium, Mohali"
14-May-12,Bangalore,India,14-May-12,,,M Chinnaswamy Stadium
14-May-12,Kolkata,India,14-May-12,,,Eden Gardens
15-May-12,Delhi,India,15-May-12,,,Feroz Shah Kotla
16-May-12,Mumbai,India,16-May-12,,,Wankhede Stadium
17-May-12,Dharamsala,India,17-May-12,,,Himachal Pradesh Cricket Association Stadium
17-May-12,Delhi,India,17-May-12,,,Feroz Shah Kotla
18-May-12,Hyderabad,India,18-May-12,,,"Rajiv Gandhi International Stadium, Uppal"
19-May-12,Dharamsala,India,19-May-12,,,Himachal Pradesh Cricket Association Stadium
19-May-12,Pune,India,19-May-12,,,Subrata Roy Sahara Stadium
20-May-12,Hyderabad,India,20-May-12,,,"Rajiv Gandhi International Stadium, Uppal"
20-May-12,Jaipur,India,20-May-12,,,Sawai Mansingh Stadium
22-May-12,Pune,India,22-May-12,,,Subrata Roy Sahara Stadium
23-May-12,Bangalore,India,23-May-12,,,M Chinnaswamy Stadium
25-May-12,Chennai,India,25-May-12,,,"MA Chidambaram Stadium, Chepauk"
27-May-12,Chennai,India,27-May-12,,,"MA Chidambaram Stadium, Chepauk"
